^DATABASE = Pattern Gene Database (PaGenBase)
!Database_institute = Bioinformatics-Aided Drug Discovery Group at XMU China
!Database_web_link = http://bioinf.xmu.edu.cn/PaGenBase/index.jsp
!Data_processed_by Jian-Bo Pan; email = panjianbo87@gmail.com
!Specific Genes for Homo sapiens/tissue
!Version: PaGenBase 1.0
!Dataset(PMID):GDS3113|Array_count(19014478); BIOGPS_U133AGNF1HA|Array_count(15075390); GDS1096|Array_count(15950434); GSE30611|NGS(23258890); RNASEQ|NGS(22345621).
Gene Symbol	Dataset	DPM/PubMed ID	Sample	SPM
ERN2	GSE30611|NGS	0.9282	colon	0.8898
LANCL3	GDS3113|Array_count	0.9576	colon	0.8889
SNORD116-17	GSE30611|NGS	0.9502	colon	0.8883
SNORD116-19	GSE30611|NGS	0.9502	colon	0.8883
P2RY4	RNASEQ|NGS	0.9341	colon	0.8875
TSPAN8	GSE30611|NGS	0.8362	colon	0.887
NAALADL1	RNASEQ|NGS	0.8558	colon	0.8868
CA2	GDS3113|Array_count	0.8988	colon	0.886
BFSP2	RNASEQ|NGS	0.89	colon	0.885
TMEM45B	RNASEQ|NGS	0.8844	colon	0.8844
SNORD37	RNASEQ|NGS	0.8867	colon	0.8829
CLPS	RNASEQ|NGS	0.9575	colon	0.8821
SCARNA27	RNASEQ|NGS	0.9095	colon	0.8817
BHLHA15	RNASEQ|NGS	0.9036	colon	0.881
KRTCAP3	RNASEQ|NGS	0.8781	colon	0.8794
GUCA2A	GDS3113|Array_count	0.9687	colon	0.8792
KRT8	RNASEQ|NGS	0.881	colon	0.8791
PLS1	GDS3113|Array_count	0.9301	colon	0.8791
ROR1	RNASEQ|NGS	0.8075	colon	0.8786
GALNT7	BIOGPS_U133AGNF1HA|Array_count	0.9117	colon	0.8776
ARF6	GDS1096|Array_count	0.9868	colon	0.8773
NKX3-2	RNASEQ|NGS	0.9328	colon	0.8773
LGALS4	GDS3113|Array_count	0.9752	colon	0.8767
MUC4	GDS1096|Array_count	0.9867	colon	0.8766
SFN	RNASEQ|NGS	0.9073	colon	0.8764
KLF5	BIOGPS_U133AGNF1HA|Array_count	0.9559	colon	0.8763
DPRX	RNASEQ|NGS	0.941	colon	0.8759
VIP	GDS3113|Array_count	0.9488	colon	0.8756
C11orf53	RNASEQ|NGS	0.9233	colon	0.8745
ALOX12B	RNASEQ|NGS	0.8843	colon	0.8744
STAP2	RNASEQ|NGS	0.8716	colon	0.8739
EPS8L1	RNASEQ|NGS	0.8609	colon	0.8727
TMPRSS2	GDS1096|Array_count	0.9866	colon	0.872
TNFRSF11A	RNASEQ|NGS	0.8488	colon	0.8702
CEACAM1	GDS3113|Array_count	0.8956	colon	0.8695
CDX1	GDS3113|Array_count	0.9761	colon	0.8694
LRRC45	RNASEQ|NGS	0.7875	colon	0.8691
PABPC1L2A	RNASEQ|NGS	0.8284	colon	0.8691
PIGZ	RNASEQ|NGS	0.814	colon	0.8686
COL28A1	GSE30611|NGS	0.8051	colon	0.8685
EPHB2	RNASEQ|NGS	0.7877	colon	0.8681
MTRNR2L10	GSE30611|NGS	0.8179	colon	0.8676
SERPINE3	RNASEQ|NGS	0.8801	colon	0.8674
SELENBP1	RNASEQ|NGS	0.8223	colon	0.8667
CES3	RNASEQ|NGS	0.8749	colon	0.8663
B3GNT3	RNASEQ|NGS	0.9282	colon	0.866
CCR3	RNASEQ|NGS	0.9232	colon	0.865
MUC12	GSE30611|NGS	0.8831	colon	0.8649
KRT8P41	RNASEQ|NGS	0.8695	colon	0.8647
SLC22A18AS	GDS3113|Array_count	0.9273	colon	0.8643
KLK1	RNASEQ|NGS	0.9266	colon	0.8635
MYH14	GDS3113|Array_count	0.9613	colon	0.8627
FOXF2	GSE30611|NGS	0.8634	colon	0.8618
MBLAC1	RNASEQ|NGS	0.8404	colon	0.8615
ANO9	RNASEQ|NGS	0.8915	colon	0.8615
GLP2R	RNASEQ|NGS	0.9102	colon	0.8607
GCNT3	BIOGPS_U133AGNF1HA|Array_count	0.9256	colon	0.8607
VMAC	RNASEQ|NGS	0.8009	colon	0.8607
NRARP	RNASEQ|NGS	0.7778	colon	0.8601
CNGA3	RNASEQ|NGS	0.9162	colon	0.8588
FOXF2	RNASEQ|NGS	0.9165	colon	0.8587
HEPACAM2	RNASEQ|NGS	0.9454	colon	0.8586
KIF18B	RNASEQ|NGS	0.8342	colon	0.8577
AURKB	RNASEQ|NGS	0.8593	colon	0.8569
MRPS35	GSE30611|NGS	0.9679	colon	0.8566
FUT2	RNASEQ|NGS	0.8328	colon	0.8556
SPIRE2	RNASEQ|NGS	0.8262	colon	0.8555
CDCA7	RNASEQ|NGS	0.8324	colon	0.8549
DERL3	RNASEQ|NGS	0.7773	colon	0.8547
SLC26A2	GDS1096|Array_count	0.9143	colon	0.8542
ETHE1	GDS3113|Array_count	0.8206	colon	0.854
BREA2	RNASEQ|NGS	0.8629	colon	0.8538
PTGS1	RNASEQ|NGS	0.754	colon	0.8537
RASSF7	RNASEQ|NGS	0.8697	colon	0.8532
C6orf222	GSE30611|NGS	0.9489	colon	0.8522
C9orf152	GSE30611|NGS	0.8693	colon	0.8522
FERMT1	RNASEQ|NGS	0.8673	colon	0.8521
TMPRSS4	GDS1096|Array_count	0.986	colon	0.852
MIR143HG	RNASEQ|NGS	0.8324	colon	0.8517
CA4	GDS1096|Array_count	0.9729	colon	0.8514
HOXD13	RNASEQ|NGS	0.9543	colon	0.8514
HEPACAM2	GDS3113|Array_count	0.949	colon	0.8508
EDN3	RNASEQ|NGS	0.8983	colon	0.8508
CEACAM16	RNASEQ|NGS	0.8258	colon	0.8503
RBL1	GSE30611|NGS	0.9273	colon	0.8496
IQGAP3	RNASEQ|NGS	0.8032	colon	0.8488
HIST1H3I	RNASEQ|NGS	0.8438	colon	0.8487
EFCAB4B	RNASEQ|NGS	0.8519	colon	0.8483
HIST1H4L	RNASEQ|NGS	0.8655	colon	0.848
ST6GALNAC1	GDS3113|Array_count	0.9261	colon	0.8478
MYO7B	RNASEQ|NGS	0.9202	colon	0.8477
IHH	GSE30611|NGS	0.881	colon	0.8472
ARL14	GSE30611|NGS	0.9364	colon	0.8466
HIST1H3F	RNASEQ|NGS	0.8314	colon	0.8466
SCNN1B	GDS1096|Array_count	0.9682	colon	0.8462
ELMO3	RNASEQ|NGS	0.8459	colon	0.8461
GBX2	RNASEQ|NGS	0.9538	colon	0.8455
MUC4	BIOGPS_U133AGNF1HA|Array_count	0.8403	colon	0.8452
SMPDL3B	RNASEQ|NGS	0.86	colon	0.8448
HHLA2	GDS3113|Array_count	0.9735	colon	0.8442
DDX11	RNASEQ|NGS	0.7622	colon	0.844
ZBP1	RNASEQ|NGS	0.918	colon	0.8428
FBXL22	RNASEQ|NGS	0.8498	colon	0.8427
RXFP4	RNASEQ|NGS	0.9095	colon	0.8422
MTRNR2L1	GSE30611|NGS	0.9476	colon	0.8415
TRIM73	RNASEQ|NGS	0.8867	colon	0.8413
CLDN3	GDS1096|Array_count	0.9461	colon	0.8412
KIF22	RNASEQ|NGS	0.7358	colon	0.841
CCL28	RNASEQ|NGS	0.7732	colon	0.8408
SFRP5	GSE30611|NGS	0.8555	colon	0.8404
GMDS	RNASEQ|NGS	0.7589	colon	0.8403
ATP8B1	GDS3113|Array_count	0.8789	colon	0.8394
EPHA10	RNASEQ|NGS	0.919	colon	0.838
CLDN7	BIOGPS_U133AGNF1HA|Array_count	0.9422	colon	0.8376
ZEB2-AS1	GSE30611|NGS	0.8358	colon	0.836
MYH11	RNASEQ|NGS	0.8481	colon	0.8356
DSC2	BIOGPS_U133AGNF1HA|Array_count	0.8785	colon	0.8352
ATP8B1	RNASEQ|NGS	0.7405	colon	0.8347
ARHGEF16	RNASEQ|NGS	0.8774	colon	0.8347
EPHA7	GDS1096|Array_count	0.9775	colon	0.8343
EPHB3	RNASEQ|NGS	0.7511	colon	0.834
E2F2	RNASEQ|NGS	0.8343	colon	0.8322
PRSS2	RNASEQ|NGS	0.9415	colon	0.8313
PLEKHG6	RNASEQ|NGS	0.7766	colon	0.8305
LAD1	RNASEQ|NGS	0.8969	colon	0.8304
DQX1	GSE30611|NGS	0.8466	colon	0.8301
FNDC1	RNASEQ|NGS	0.7766	colon	0.8297
MARVELD3	RNASEQ|NGS	0.8885	colon	0.8293
LEFTY1	GDS3113|Array_count	0.9699	colon	0.8292
C17orf77	RNASEQ|NGS	0.7245	colon	0.829
PPARGC1B	RNASEQ|NGS	0.7245	colon	0.8289
SLC35A3	BIOGPS_U133AGNF1HA|Array_count	0.9172	colon	0.8285
GPA33	GDS3113|Array_count	0.975	colon	0.8284
FAM108C1	BIOGPS_U133AGNF1HA|Array_count	0.9196	colon	0.8283
CALCB	GSE30611|NGS	0.8869	colon	0.8281
TMEM184A	RNASEQ|NGS	0.8406	colon	0.8269
ADAMDEC1	GSE30611|NGS	0.9514	colon	0.8258
GREM1	GSE30611|NGS	0.8795	colon	0.8256
ELF3	BIOGPS_U133AGNF1HA|Array_count	0.8937	colon	0.8252
CHRNA3	RNASEQ|NGS	0.8548	colon	0.824
ADORA2B	RNASEQ|NGS	0.7129	colon	0.8234
NOXA1	RNASEQ|NGS	0.8569	colon	0.8224
PLCB3	RNASEQ|NGS	0.6954	colon	0.8224
HOXA11-AS	GSE30611|NGS	0.9141	colon	0.8217
RPLP0P2	RNASEQ|NGS	0.6858	colon	0.8215
NOS2	RNASEQ|NGS	0.8014	colon	0.8214
LOC100133612	RNASEQ|NGS	0.7816	colon	0.821
POU5F1	RNASEQ|NGS	0.8742	colon	0.821
FZD5	BIOGPS_U133AGNF1HA|Array_count	0.9031	colon	0.8206
SUCLG2	BIOGPS_U133AGNF1HA|Array_count	0.9494	colon	0.8206
HIST1H2BN	RNASEQ|NGS	0.7758	colon	0.8206
DSG2	BIOGPS_U133AGNF1HA|Array_count	0.948	colon	0.8205
LLGL2	RNASEQ|NGS	0.8514	colon	0.8201
CLCA4	GDS3113|Array_count	0.9558	colon	0.8196
PLS1	BIOGPS_U133AGNF1HA|Array_count	0.971	colon	0.8187
PIN1	GSE30611|NGS	0.9658	colon	0.8178
C1orf229	RNASEQ|NGS	0.7637	colon	0.8162
SATB2	GDS3113|Array_count	0.9012	colon	0.8158
CDX2	GDS3113|Array_count	0.8986	colon	0.8143
CCL27	RNASEQ|NGS	0.9516	colon	0.8142
HOXB9	RNASEQ|NGS	0.9239	colon	0.8135
EFNA4	RNASEQ|NGS	0.7329	colon	0.8135
SLC44A4	RNASEQ|NGS	0.9201	colon	0.8135
ATP2A3	RNASEQ|NGS	0.8884	colon	0.8134
TNK1	RNASEQ|NGS	0.6802	colon	0.8131
OTOP3	RNASEQ|NGS	0.9166	colon	0.813
ESRP1	RNASEQ|NGS	0.8927	colon	0.8126
C9orf50	RNASEQ|NGS	0.9514	colon	0.812
MICALL2	RNASEQ|NGS	0.8017	colon	0.8119
DEFB109P1	RNASEQ|NGS	0.9514	colon	0.8113
PHLDA2	RNASEQ|NGS	0.7618	colon	0.8108
GPRIN2	RNASEQ|NGS	0.9234	colon	0.8107
TACR2	GSE30611|NGS	0.93	colon	0.8102
IFITM5	RNASEQ|NGS	0.9513	colon	0.8101
ALK	RNASEQ|NGS	0.8345	colon	0.8099
B4GALNT3	RNASEQ|NGS	0.8438	colon	0.8098
SI	GSE30611|NGS	0.9518	colon	0.8089
GTF2H2D	RNASEQ|NGS	0.8049	colon	0.8085
NRXN3	GSE30611|NGS	0.958	colon	0.8083
HIST1H1B	RNASEQ|NGS	0.8355	colon	0.8074
KRT20	BIOGPS_U133AGNF1HA|Array_count	0.9856	colon	0.8073
SNORA66	RNASEQ|NGS	0.7859	colon	0.8072
LGALS9B	RNASEQ|NGS	0.9512	colon	0.807
HIST1H2BL	RNASEQ|NGS	0.843	colon	0.806
C2orf89	RNASEQ|NGS	0.9105	colon	0.8055
AGR3	RNASEQ|NGS	0.9477	colon	0.8055
CCDC13	RNASEQ|NGS	0.8234	colon	0.8045
HEATR7A	RNASEQ|NGS	0.75	colon	0.8042
FAM138B	RNASEQ|NGS	0.951	colon	0.8042
CHP2	GSE30611|NGS	0.8941	colon	0.8034
CER1	RNASEQ|NGS	0.951	colon	0.8034
KCNN4	RNASEQ|NGS	0.8472	colon	0.8031
SP9	RNASEQ|NGS	0.9509	colon	0.8027
EPHA7	GSE30611|NGS	0.8476	colon	0.8024
SLC25A24	BIOGPS_U133AGNF1HA|Array_count	0.9677	colon	0.8023
MIR637	RNASEQ|NGS	0.9509	colon	0.8015
PDE9A	RNASEQ|NGS	0.7864	colon	0.8014
BCL2L14	RNASEQ|NGS	0.9147	colon	0.8012
PPP1R14D	GDS3113|Array_count	0.9581	colon	0.8012
LOC619207	RNASEQ|NGS	0.7878	colon	0.8008
FLNA	RNASEQ|NGS	0.7008	colon	0.7999
HCG9	RNASEQ|NGS	0.8217	colon	0.7992
EML2	GSE30611|NGS	0.9651	colon	0.7984
HIST1H3C	RNASEQ|NGS	0.8454	colon	0.7983
LOC100101266	RNASEQ|NGS	0.8539	colon	0.7982
LOC90834	RNASEQ|NGS	0.7386	colon	0.798
CLDN4	GDS1096|Array_count	0.9585	colon	0.7976
SMTN	RNASEQ|NGS	0.7759	colon	0.7958
TROAP	RNASEQ|NGS	0.884	colon	0.7955
GMDS	BIOGPS_U133AGNF1HA|Array_count	0.9175	colon	0.7954
CENPT	RNASEQ|NGS	0.7091	colon	0.7953
PRRG2	RNASEQ|NGS	0.8711	colon	0.7953
SLC39A2	RNASEQ|NGS	0.9069	colon	0.795
LOC595101	RNASEQ|NGS	0.8458	colon	0.795
EHF	BIOGPS_U133AGNF1HA|Array_count	0.9366	colon	0.7949
GPR39	RNASEQ|NGS	0.8213	colon	0.7949
HNMT	BIOGPS_U133AGNF1HA|Array_count	0.9086	colon	0.7947
GATA1	RNASEQ|NGS	0.9505	colon	0.7944
AKR1B10	RNASEQ|NGS	0.846	colon	0.7942
SMPDL3A	BIOGPS_U133AGNF1HA|Array_count	0.84	colon	0.7941
LGALS4	GDS1096|Array_count	0.9728	colon	0.7941
LEFTY1	GSE30611|NGS	0.9138	colon	0.794
HOXB6	RNASEQ|NGS	0.8732	colon	0.7937
SH2D3A	RNASEQ|NGS	0.8435	colon	0.7936
FGF22	GDS3113|Array_count	0.9614	colon	0.7931
TSPAN11	GSE30611|NGS	0.7034	colon	0.7925
NBLA00301	GSE30611|NGS	0.8578	colon	0.7922
UNKL	RNASEQ|NGS	0.7675	colon	0.7921
LY6G5B	RNASEQ|NGS	0.6655	colon	0.7912
UGDH	BIOGPS_U133AGNF1HA|Array_count	0.894	colon	0.7911
ETHE1	RNASEQ|NGS	0.7376	colon	0.7908
SNORA5A	RNASEQ|NGS	0.6822	colon	0.7887
FERMT1	GDS3113|Array_count	0.8445	colon	0.7879
SLC35E4	RNASEQ|NGS	0.7109	colon	0.7863
IGFL3	RNASEQ|NGS	0.8994	colon	0.7859
VIP	GDS1096|Array_count	0.9733	colon	0.7859
CCR8	RNASEQ|NGS	0.8924	colon	0.7857
MYO1D	RNASEQ|NGS	0.6429	colon	0.7849
FCGBP	GDS3113|Array_count	0.922	colon	0.7848
MIRLET7E	RNASEQ|NGS	0.9501	colon	0.7847
CD2AP	BIOGPS_U133AGNF1HA|Array_count	0.8423	colon	0.7846
PDE6A	RNASEQ|NGS	0.8122	colon	0.7846
LOC729966	GSE30611|NGS	0.9064	colon	0.7843
MTRNR2L2	GSE30611|NGS	0.7752	colon	0.7838
SLC9A2	RNASEQ|NGS	0.8488	colon	0.7838
C7orf43	GSE30611|NGS	0.9646	colon	0.7833
CNKSR1	RNASEQ|NGS	0.8401	colon	0.7827
RAB19	RNASEQ|NGS	0.9087	colon	0.7824
FRMD1	RNASEQ|NGS	0.8683	colon	0.7822
CAPN9	RNASEQ|NGS	0.8835	colon	0.7808
LOC150197	RNASEQ|NGS	0.8746	colon	0.7807
HAND1	GSE30611|NGS	0.9317	colon	0.7794
ADRB3	RNASEQ|NGS	0.7239	colon	0.779
BTNL8	RNASEQ|NGS	0.855	colon	0.7789
CPA6	RNASEQ|NGS	0.9256	colon	0.7787
VIP	RNASEQ|NGS	0.8874	colon	0.7785
LOC340017	RNASEQ|NGS	0.8395	colon	0.7785
KLF4	BIOGPS_U133AGNF1HA|Array_count	0.9081	colon	0.7782
C11orf42	RNASEQ|NGS	0.8392	colon	0.7779
TPH1	RNASEQ|NGS	0.7326	colon	0.7776
MIR663A	RNASEQ|NGS	0.8576	colon	0.7775
SQRDL	GDS3113|Array_count	0.729	colon	0.7775
ELF3	RNASEQ|NGS	0.8542	colon	0.7775
CNNM4	GDS1096|Array_count	0.972	colon	0.7766
SELENBP1	GDS3113|Array_count	0.7805	colon	0.776
CKMT1A	RNASEQ|NGS	0.934	colon	0.7758
CLRN3	GDS3113|Array_count	0.9559	colon	0.7755
LYPD1	GSE30611|NGS	0.9366	colon	0.7755
BRCA1	RNASEQ|NGS	0.7118	colon	0.7755
FBLIM1	RNASEQ|NGS	0.7047	colon	0.7748
CAPN9	GDS3113|Array_count	0.9505	colon	0.7744
GIPR	RNASEQ|NGS	0.7794	colon	0.7742
HIST1H2BI	RNASEQ|NGS	0.7975	colon	0.774
HLA-DQA1	GDS1096|Array_count	0.972	colon	0.7739
TAGLN	RNASEQ|NGS	0.6692	colon	0.7739
KIAA1324	RNASEQ|NGS	0.857	colon	0.7733
NKX6-3	GSE30611|NGS	0.9161	colon	0.7731
HIST1H2AJ	RNASEQ|NGS	0.8455	colon	0.7731
TGFB1I1	RNASEQ|NGS	0.7008	colon	0.772
BMP2	RNASEQ|NGS	0.7937	colon	0.7719
C1orf180	RNASEQ|NGS	0.6658	colon	0.7712
ABO	RNASEQ|NGS	0.8359	colon	0.7707
BMP3	GSE30611|NGS	0.8332	colon	0.7704
MAGEA5	GDS3113|Array_count	0.9802	colon	0.7704
FLJ32063	GSE30611|NGS	0.9643	colon	0.7699
CEACAM1	RNASEQ|NGS	0.7925	colon	0.7696
OR7E24	RNASEQ|NGS	0.7284	colon	0.7688
LIPH	RNASEQ|NGS	0.8457	colon	0.7679
CLMN	BIOGPS_U133AGNF1HA|Array_count	0.8054	colon	0.7674
OR2T4	GSE30611|NGS	0.9642	colon	0.7669
PCCA	BIOGPS_U133AGNF1HA|Array_count	0.7342	colon	0.7664
PDE4C	RNASEQ|NGS	0.7266	colon	0.7663
CARD17	RNASEQ|NGS	0.8381	colon	0.7654
RAPGEFL1	RNASEQ|NGS	0.8305	colon	0.7654
AHNAK2	RNASEQ|NGS	0.7372	colon	0.765
OR5AK2	GDS3113|Array_count	0.9637	colon	0.7647
ACOT11	RNASEQ|NGS	0.7877	colon	0.7644
ZP1	RNASEQ|NGS	0.9494	colon	0.7634
HEPH	BIOGPS_U133AGNF1HA|Array_count	0.937	colon	0.7632
LGR4	BIOGPS_U133AGNF1HA|Array_count	0.8025	colon	0.7631
HHLA2	GDS1096|Array_count	0.9845	colon	0.7629
STX19	GSE30611|NGS	0.7921	colon	0.7628
SFRP2	RNASEQ|NGS	0.7575	colon	0.7625
HRH4	RNASEQ|NGS	0.6751	colon	0.7622
SYTL4	GSE30611|NGS	0.9641	colon	0.7622
GPA33	GDS1096|Array_count	0.9845	colon	0.7614
MAMDC4	RNASEQ|NGS	0.8467	colon	0.7606
BCAP29	GSE30611|NGS	0.9641	colon	0.7602
AGR2	GSE30611|NGS	0.8562	colon	0.7599
DSG3	RNASEQ|NGS	0.7821	colon	0.7598
ZNF624	GDS3113|Array_count	0.9692	colon	0.7598
CA7	GSE30611|NGS	0.951	colon	0.7589
CELA3A	RNASEQ|NGS	0.9493	colon	0.7585
GLP1R	RNASEQ|NGS	0.7981	colon	0.7582
PKP2	BIOGPS_U133AGNF1HA|Array_count	0.7947	colon	0.758
LOC285547	GSE30611|NGS	0.9443	colon	0.7579
DHRS1	GSE30611|NGS	0.9422	colon	0.7577
LGALS3	BIOGPS_U133AGNF1HA|Array_count	0.8568	colon	0.7569
CACNA1H	RNASEQ|NGS	0.8006	colon	0.7566
LOC100506649	GSE30611|NGS	0.9635	colon	0.7565
LRIT2	GSE30611|NGS	0.8675	colon	0.7564
HIST1H2AH	RNASEQ|NGS	0.7842	colon	0.7563
C1orf172	RNASEQ|NGS	0.9492	colon	0.7552
CLEC4F	RNASEQ|NGS	0.761	colon	0.7547
EIF4EBP3	RNASEQ|NGS	0.8454	colon	0.7547
SLC7A1	GDS3113|Array_count	0.9497	colon	0.7533
LOC100129935	RNASEQ|NGS	0.7438	colon	0.7527
OTOP1	GSE30611|NGS	0.8921	colon	0.752
SRI	GSE30611|NGS	0.938	colon	0.7517
SLC4A4	GSE30611|NGS	0.8899	colon	0.7516
CDH17	BIOGPS_U133AGNF1HA|Array_count	0.9733	colon	0.7511
HIST1H2BF	RNASEQ|NGS	0.7777	colon	0.7507
THOC6	RNASEQ|NGS	0.5971	colon	0.7505
MLXIP	BIOGPS_U133AGNF1HA|Array_count	0.8851	colon	0.7503
TSPAN1	GDS1096|Array_count	0.9437	colon	0.7496
CDK3	RNASEQ|NGS	0.6719	colon	0.7495
ADAMDEC1	GDS1096|Array_count	0.954	colon	0.7494
HSD11B2	GDS1096|Array_count	0.9708	colon	0.7492
TRPA1	GDS3113|Array_count	0.9792	colon	0.749
TRAF2	RNASEQ|NGS	0.68	colon	0.7489
TMEM236	GSE30611|NGS	0.7034	colon	0.7485
C2orf83	RNASEQ|NGS	0.6668	colon	0.748
LIF	RNASEQ|NGS	0.7787	colon	0.7478
PIGR	GSE30611|NGS	0.8765	colon	0.7476
FAM101A	GSE30611|NGS	0.9632	colon	0.7472
SRCAP	GDS1096|Array_count	0.9586	colon	0.747
NDE1	RNASEQ|NGS	0.6476	colon	0.7468
ADTRP	GDS3113|Array_count	0.9235	colon	0.7467
GNG8	GSE30611|NGS	0.8728	colon	0.7466
CCDC154	RNASEQ|NGS	0.8819	colon	0.7466
HIST1H3D	RNASEQ|NGS	0.8019	colon	0.7466
SCGN	GSE30611|NGS	0.8126	colon	0.7464
FXYD3	GDS1096|Array_count	0.9233	colon	0.7457
SAPCD2	RNASEQ|NGS	0.8586	colon	0.7452
DNMT3A	RNASEQ|NGS	0.7153	colon	0.7448
CAPN5	RNASEQ|NGS	0.7531	colon	0.7442
C15orf62	RNASEQ|NGS	0.66	colon	0.7433
IL36RN	RNASEQ|NGS	0.949	colon	0.7433
EPPK1	RNASEQ|NGS	0.8234	colon	0.7433
CLDN7	GDS1096|Array_count	0.9843	colon	0.7429
FER1L4	RNASEQ|NGS	0.74	colon	0.7429
GRHL2	RNASEQ|NGS	0.8676	colon	0.742
GAL	GSE30611|NGS	0.8195	colon	0.7413
GREM1	RNASEQ|NGS	0.6412	colon	0.7412
LOC730668	RNASEQ|NGS	0.6877	colon	0.7411
MED12L	GDS3113|Array_count	0.9514	colon	0.741
FAM83F	RNASEQ|NGS	0.7868	colon	0.741
ZNF276	RNASEQ|NGS	0.7007	colon	0.7409
PRPH	GSE30611|NGS	0.8735	colon	0.7404
TMPRSS2	RNASEQ|NGS	0.8614	colon	0.7401
OR5H1	RNASEQ|NGS	0.9489	colon	0.7399
HOXA2	RNASEQ|NGS	0.7226	colon	0.7391
CD177	RNASEQ|NGS	0.8973	colon	0.7387
HCG22	RNASEQ|NGS	0.5873	colon	0.7386
PLSCR1	BIOGPS_U133AGNF1HA|Array_count	0.8788	colon	0.7386
CSRP1	RNASEQ|NGS	0.691	colon	0.7385
SSX8	RNASEQ|NGS	0.8211	colon	0.7385
TSPAN11	RNASEQ|NGS	0.6441	colon	0.7383
LOC100289255	GSE30611|NGS	0.8923	colon	0.7383
EPHA3	RNASEQ|NGS	0.6959	colon	0.7377
HAND1	RNASEQ|NGS	0.946	colon	0.7377
SLC45A2	RNASEQ|NGS	0.8593	colon	0.7376
NCR1	GDS1096|Array_count	0.9843	colon	0.7375
INO80E	RNASEQ|NGS	0.6095	colon	0.7372
ALPI	RNASEQ|NGS	0.9489	colon	0.7368
MYL9	RNASEQ|NGS	0.719	colon	0.7359
KIAA0485	GDS1096|Array_count	0.9591	colon	0.7353
BIK	RNASEQ|NGS	0.7519	colon	0.7353
PRELID2	RNASEQ|NGS	0.6422	colon	0.7351
RUSC1-AS1	RNASEQ|NGS	0.7285	colon	0.735
GJB3	RNASEQ|NGS	0.8753	colon	0.735
SELENBP1	GDS1096|Array_count	0.8347	colon	0.735
SMPD3	RNASEQ|NGS	0.7789	colon	0.7348
LOC100133991	RNASEQ|NGS	0.6844	colon	0.7343
RECQL4	RNASEQ|NGS	0.7044	colon	0.7341
GEM	GSE30611|NGS	0.7776	colon	0.7341
CENPA	RNASEQ|NGS	0.8019	colon	0.7335
GPT	RNASEQ|NGS	0.8471	colon	0.7333
LARP1B	GSE30611|NGS	0.9637	colon	0.733
PROKR1	RNASEQ|NGS	0.9029	colon	0.7328
TMEM204	RNASEQ|NGS	0.698	colon	0.7327
LRRC19	GDS1096|Array_count	0.9481	colon	0.7327
CEACAM1	GDS1096|Array_count	0.928	colon	0.7325
RBM4	GSE30611|NGS	0.9637	colon	0.7323
SLC35D3	GSE30611|NGS	0.8861	colon	0.7317
HHLA2	RNASEQ|NGS	0.8496	colon	0.7316
MUC13	GDS3113|Array_count	0.9638	colon	0.7316
ATG13	GSE30611|NGS	0.9637	colon	0.7311
CC2D1A	RNASEQ|NGS	0.5511	colon	0.7308
RAB42	RNASEQ|NGS	0.8262	colon	0.73
IL26	GSE30611|NGS	0.8809	colon	0.7298
MUC3B	GDS1096|Array_count	0.9843	colon	0.729
SULT1C3	GSE30611|NGS	0.9465	colon	0.7286
BAIAP2L1	RNASEQ|NGS	0.7144	colon	0.728
FAM83B	RNASEQ|NGS	0.8475	colon	0.7279
GALNT3	BIOGPS_U133AGNF1HA|Array_count	0.8806	colon	0.7278
HIST1H2BO	RNASEQ|NGS	0.8099	colon	0.7272
AQP8	GSE30611|NGS	0.865	colon	0.7267
TIMM8A	RNASEQ|NGS	0.8677	colon	0.7266
MECOM	GDS3113|Array_count	0.8787	colon	0.7265
KLF5	GDS3113|Array_count	0.8525	colon	0.7258
CCL11	GSE30611|NGS	0.879	colon	0.7257
PRSS48	RNASEQ|NGS	0.6684	colon	0.7254
LOC643650	GSE30611|NGS	0.7324	colon	0.7253
IL37	RNASEQ|NGS	0.9488	colon	0.7252
EHF	RNASEQ|NGS	0.8653	colon	0.7251
PLEK2	RNASEQ|NGS	0.8587	colon	0.7239
HIST1H1E	RNASEQ|NGS	0.6066	colon	0.7231
PIGZ	GDS1096|Array_count	0.9091	colon	0.7227
CAND2	GSE30611|NGS	0.9055	colon	0.7225
L1TD1	GDS3113|Array_count	0.9101	colon	0.7222
IL22RA1	RNASEQ|NGS	0.829	colon	0.7221
C3orf79	GSE30611|NGS	0.906	colon	0.7221
RASEF	RNASEQ|NGS	0.8123	colon	0.7219
TNS4	RNASEQ|NGS	0.6582	colon	0.7219
RGS10	GSE30611|NGS	0.756	colon	0.7215
GOLGA8E	RNASEQ|NGS	0.7186	colon	0.7209
HOXB9	GDS3113|Array_count	0.9273	colon	0.7198
RBM14	RNASEQ|NGS	0.6069	colon	0.7196
CNNM4	RNASEQ|NGS	0.5976	colon	0.7193
CREB3L1	RNASEQ|NGS	0.7496	colon	0.7184
PTPRH	RNASEQ|NGS	0.8938	colon	0.7177
KIAA1522	RNASEQ|NGS	0.7185	colon	0.7176
PMCHL2	RNASEQ|NGS	0.7061	colon	0.717
ABCA12	GSE30611|NGS	0.9612	colon	0.7165
SLC52A1	RNASEQ|NGS	0.6486	colon	0.7163
BARHL1	GSE30611|NGS	0.9636	colon	0.7163
ILK	RNASEQ|NGS	0.5373	colon	0.7162
HJURP	RNASEQ|NGS	0.815	colon	0.7161
